院校代码,学校名,所在地,城市,办学性质,学校类型,标签,科目,批次,人数,2022分数,2021分数,2020分数,2022最低位次,2021最低位次,2020最低位次
2237,江阴职业技术学院,江苏,无锡,公立,理工,,文,高职专科批,10,314,354,306,148100,150115,174707
2291,昆明冶金高等专科学校,云南,昆明,公立,理工,"省重点,双高院校C档,优质专科高职",理,高职专科批,7,314,253,219,254796,220673,219931
2331,丽水职业技术学院,浙江,丽水,公立,综合,,理,高职专科批,6,314,245,284,254764,221682,212600
2333,连云港职业技术学院,江苏,连云港,公立,理工,,理,高职专科批,35,314,221,220,254943,224127,219825
3292,西安科技大学高新学院,陕西,西安,民办,理工,双万计划,理,高职专科批,6,314,258,247,254808,219957,217581
3309,西安信息职业大学,陕西,西安,民办,理工,,文,高职专科批,9,314,412,408,148120,118379,117543
3639,浙江育英职业技术学院,浙江,杭州,民办,财经,,文,高职专科批,10,314,324,392,148068,163542,127646
1293,重庆信息技术职业学院,重庆,重庆,民办,理工,,理,高职专科批,6,313,,,255205,,
2145,江苏安全技术职业学院,江苏,徐州,公立,理工,,文,高职专科批,125,313,368,359,148303,142760,148486
3722,中山火炬职业技术学院,广东,中山,公立,理工,"高水平专业群建设C档,优质专科高职,国家骨干高职",理,高职专科批,4,313,238,299,255152,222489,209780
9312,安徽国际商务职业学院,安徽,合肥,公立,财经,,文,高职专科批,1708,313,386,375,148378,132887,138574
1510,广东食品药品职业学院,广东,广州,公立,综合,"高水平专业群建设C档,优质专科高职",文,高职专科批,14,312,388,341,148683,131750,159006
1549,广西科技职业学院,广西,崇左,民办,理工,,文,高职专科批,2,312,214,346,148499,183066,156160
1983,湖南工业职业技术学院,湖南,长沙,公立,理工,"高水平专业群建设A档,优质专科高职,国家示范高职",理,高职专科批,15,312,225,234,255704,223804,218812
2127,济宁职业技术学院,山东,济宁,公立,综合,,理,高职专科批,7,312,307,265,255848,210027,215424
2185,江西服装学院,江西,南昌,民办,艺术,双万计划,文,高职专科批,1,312,,284,148616,,181156
2688,日照职业技术学院,山东,日照,公立,综合,"双高院校B档,优质专科高职,国家示范高职",理,高职专科批,22,312,212,223,255807,224814,219661
2701,三亚理工职业学院,海南,三亚,民办,理工,,理,高职专科批,1,312,,,255797,,
3658,郑州工业应用技术学院,河南,郑州,民办,理工,双万计划,理,高职专科批,2,312,200,,255532,232461,
1757,河北东方学院,河北,廊坊,民办,综合,,文,高职专科批,1,311,295,315,148889,172702,171358
2141,江汉艺术职业学院,湖北,潜江,公立,艺术,,文,高职专科批,37,311,420,395,148949,113896,125763
2532,南通师范高等专科学校,江苏,南通,公立,师范,,理,高职专科批,10,311,,392,256148,,179823
3032,四川文化艺术学院,四川,绵阳,民办,艺术,双万计划,文,高职专科批,6,311,346,356,149007,153962,150326
3417,新疆职业大学,新疆,乌鲁木齐,公立,综合,,文,高职专科批,1,311,293,246,149001,173253,187071
3647,郑州财税金融职业学院,河南,郑州,公立,财经,,文,高职专科批,5,311,373,,148862,140057,
3723,中山职业技术学院,广东,中山,公立,综合,"省重点,优质专科高职",文,高职专科批,3,311,361,354,149081,146525,151528
1372,东莞职业技术学院,广东,东莞,公立,理工,高水平专业群建设C档,理,高职专科批,20,310,233,254,256242,223006,216817
1737,汉口学院,湖北,武汉,民办,综合,双万计划,理,高职专科批,10,310,222,225,256260,224050,219535
2351,辽宁金融职业学院,辽宁,沈阳,公立,财经,省重点,理,高职专科批,7,310,381,389,256544,180228,181280
2820,陕西财经职业技术学院,陕西,咸阳,公立,财经,,文,高职专科批,9,310,381,383,149151,135731,133398
3440,徐州生物工程职业技术学院,江苏,徐州,公立,理工,,理,高职专科批,45,310,215,228,256413,224604,219319
1803,河北正定师范高等专科学校,河北,石家庄,公立,综合,,文,高职专科批,10,309,347,380,149563,153499,135361
2221,江西外语外贸职业学院,江西,南昌,公立,财经,"省重点,高水平专业群建设C档,优质专科高职",文,高职专科批,59,309,394,429,149720,128371,104144
2731,山东科技职业学院,山东,潍坊,公立,综合,"高水平专业群建设A档,优质专科高职,国家示范高职",理,高职专科批,9,309,205,217,256712,225256,220057
2743,山东商务职业学院,山东,烟台,公立,综合,,文,高职专科批,30,309,335,321,149646,159013,168841
9344,池州职业技术学院,安徽,池州,公立,理工,,文,高职专科批,676,309,353,301,149432,150610,176400
1914,湖北城市建设职业技术学院,湖北,武汉,公立,理工,,理,高职专科批,13,308,256,244,257321,220236,217861
2175,江苏食品药品职业技术学院,江苏,淮安,公立,理工,"高水平专业群建设B档,优质专科高职,国家骨干高职",理,高职专科批,51,308,215,205,257188,224604,220753
2704,沙洲职业工学院,江苏,苏州,公立,理工,,文,高职专科批,35,308,312,296,149913,167708,178014
2710,山东传媒职业学院,山东,济南,公立,综合,,文,高职专科批,14,308,357,340,149970,148644,159568
3553,云南医药健康职业学院,云南,昆明,民办,医药,,文,高职专科批,14,308,342,267,149945,155866,184503
9308,安徽工业职业技术学院,安徽,铜陵,公立,理工,,理,高职专科批,393,308,200,200,256982,232461,226701
9374,宣城职业技术学院,安徽,宣城,公立,理工,,文,高职专科批,415,308,319,202,149822,165348,189375
2806,山西体育职业学院,山西,太原,公立,体育,,文,高职专科批,9,307,314,245,150119,167072,187186
9343,亳州职业技术学院,安徽,亳州,公立,理工,,文,高职专科批,540,307,320,229,150125,164986,188328
2291,昆明冶金高等专科学校,云南,昆明,公立,理工,"省重点,双高院校C档,优质专科高职",文,高职专科批,5,306,272,377,150438,177714,137309
2536,南阳农业职业学院,河南,南阳,公立,农林,,理,高职专科批,3,306,238,,257941,222489,
3003,四川航天职业技术学院,四川,成都,公立,理工,省重点,理,高职专科批,2,306,200,,258041,232461,
3178,潍坊工商职业学院,山东,潍坊,民办,综合,,理,高职专科批,2,306,286,316,257767,214956,206170
9343,亳州职业技术学院,安徽,亳州,公立,理工,,理,高职专科批,446,306,201,202,258014,225474,220895
1138,沧州职业技术学院,河北,沧州,公立,综合,,理,高职专科批,1,305,,,258206,,
1493,广东理工职业学院,广东,广州,公立,理工,,理,高职专科批,26,305,203,239,258314,225364,218363
1494,广东岭南职业技术学院,广东,广州,民办,综合,,文,高职专科批,1,305,216,,150825,182976,
1928,湖北交通职业技术学院,湖北,武汉,公立,理工,"省重点,高水平专业群建设C档,优质专科高职",理,高职专科批,48,305,224,227,258099,223886,219382
1987,湖南化工职业技术学院,湖南,株洲,公立,理工,"省重点,高水平专业群建设B档,优质专科高职",文,高职专科批,5,305,328,317,150662,161906,170541
2017,湖南石油化工职业技术学院,湖南,岳阳,公立,理工,,文,高职专科批,3,305,339,282,150608,157242,181614
2231,江西应用技术职业学院,江西,赣州,公立,理工,"高水平专业群建设A档,优质专科高职,国家骨干高职",文,高职专科批,15,305,309,294,150722,168684,178568
2582,宁德职业技术学院,福建,宁德,公立,综合,,理,高职专科批,9,305,376,408,258238,183033,171282
2883,上海建桥学院,上海,上海,民办,财经,,文,高职专科批,54,305,456,445,150629,93707,93775
9364,六安职业技术学院,安徽,六安,公立,理工,,理,高职专科批,538,305,200,200,258296,232461,226701
1378,东营职业学院,山东,东营,公立,理工,"高水平专业群建设C档,国家骨干高职",理,高职专科批,3,304,295,310,258704,212961,207519
2350,辽宁建筑职业学院,辽宁,辽阳,公立,理工,,文,高职专科批,4,304,269,332,150936,178205,163730
2680,泉州经贸职业技术学院,福建,泉州,公立,财经,,理,高职专科批,8,304,302,283,258443,211285,212746
3031,四川文化传媒职业学院,四川,成都,民办,综合,,文,高职专科批,2,304,,,150987,,
3076,台州科技职业学院,浙江,台州,公立,综合,,理,高职专科批,5,304,237,251,258478,222606,217156
3256,武汉信息传播职业技术学院,湖北,武汉,民办,理工,,理,高职专科批,3,304,262,207,258641,219349,220651
1261,重庆海联职业技术学院,重庆,重庆,民办,综合,,理,高职专科批,2,303,318,278,258824,206913,213562
1726,海南外国语职业学院,海南,文昌,公立,语言,,文,高职专科批,19,303,373,351,151298,140057,153353
2097,吉林交通职业技术学院,吉林,长春,公立,理工,"省重点,高水平专业群建设C档,国家骨干高职",文,高职专科批,1,303,295,278,151221,172702,182520
2961,石家庄工商职业学院,河北,石家庄,民办,财经,,理,高职专科批,1,303,200,,258907,232461,
1325,大连科技学院,辽宁,大连,民办,理工,,理,高职专科批,4,302,258,226,259143,219957,219464
1384,恩施职业技术学院,湖北,恩施土家族苗族自治州,公立,综合,,文,高职专科批,8,302,404,398,151552,122791,123866
3476,扬州市职业大学(中外合作),江苏,扬州,公立,理工,,理,高职专科批,2,302,304,,259355,210810,
3681,郑州职业技术学院,河南,郑州,公立,理工,,理,高职专科批,13,302,209,211,259216,225019,220428
1674,桂林旅游学院,广西,桂林,公立,财经,双万计划,文,高职专科批,10,301,348,351,151730,153063,153353
3011,四川科技职业学院,四川,成都,民办,综合,,文,高职专科批,6,301,376,374,151807,138471,139224
3157,天门职业学院,湖北,天门,公立,理工,,文,高职专科批,3,301,346,340,151713,153962,159568
3172,铜仁职业技术学院,贵州,铜仁,公立,综合,"高水平专业群建设B档,优质专科高职,国家骨干高职",理,高职专科批,4,301,278,264,259429,216580,215563
1744,杭州万向职业技术学院,浙江,杭州,民办,综合,,理,高职专科批,5,300,245,300,259974,221682,209558
2138,建东职业技术学院,江苏,常州,民办,理工,,理,高职专科批,5,300,230,277,259952,223316,213711
2673,曲靖医学高等专科学校,云南,曲靖,公立,医药,"省重点,卓越医生",文,高职专科批,4,300,315,287,152076,166730,180446
3176,威海职业学院,山东,威海,公立,综合,"高水平专业群建设B档,优质专科高职,国家示范高职",文,高职专科批,9,300,345,327,152122,154486,166173
3178,潍坊工商职业学院,山东,潍坊,民办,综合,,文,高职专科批,2,300,311,402,152126,168042,121319
1200,常州纺织服装职业技术学院,江苏,常州,公立,理工,,文,高职专科批,26,299,346,300,152384,153962,176724
1456,赣南卫生健康职业学院,江西,赣州,公立,医药,,理,高职专科批,5,299,,,260095,,
1774,河北交通职业技术学院,河北,石家庄,公立,理工,优质专科高职,文,高职专科批,20,299,337,320,152452,158114,169294
2207,江西旅游商贸职业学院,江西,南昌,公立,财经,省重点,文,高职专科批,1,299,222,304,152214,182716,175420
1480,广东机电职业技术学院,广东,广州,公立,理工,"高水平专业群建设C档,优质专科高职",理,高职专科批,17,298,212,223,260470,224814,219661
1841,河南水利与环境职业学院,河南,郑州,公立,综合,,理,高职专科批,6,298,266,249,260697,218721,217357
2037,湖南邮电职业技术学院,湖南,长沙,公立,理工,,理,高职专科批,2,298,483,,260497,94655,
2984,顺德职业技术学院(中外合作),广东,佛山,公立,综合,"双高院校B档,优质专科高职,国家骨干高职",文,高职专科批,10,298,279,,152588,176422,
3124,天津交通职业学院,天津,天津,公立,理工,"高水平专业群建设B档,优质专科高职,国家骨干高职",理,高职专科批,14,298,221,208,260435,224127,220596
1323,大连航运职业技术学院,辽宁,大连,民办,理工,,文,高职专科批,2,297,336,402,152896,158578,121319
1436,甘肃工业职业技术学院,甘肃,天水,公立,理工,优质专科高职,文,高职专科批,2,297,312,,152716,167708,
2381,辽宁装备制造职业技术学院,辽宁,沈阳,公立,理工,,理,高职专科批,3,297,309,314,260786,209476,206630
2406,娄底职业技术学院,湖南,娄底,公立,综合,国家骨干高职,理,高职专科批,1,297,200,,260843,232461,
2716,山东服装职业学院,山东,泰安,公立,综合,,理,高职专科批,3,297,302,,260916,211285,
2830,陕西机电职业技术学院,陕西,宝鸡,公立,理工,,理,高职专科批,8,297,288,280,260784,214542,213235
3220,武汉传媒学院,湖北,武汉,民办,艺术,,理,高职专科批,15,297,276,293,261028,216961,210942
3350,厦门安防科技职业学院,福建,厦门,民办,综合,,文,高职专科批,1,297,,,152750,,
3621,浙江农业商贸职业学院,浙江,绍兴,公立,农林,,理,高职专科批,13,297,232,248,261006,223115,217468
1340,大庆医学高等专科学校,黑龙江,大庆,公立,医药,卓越医生,理,高职专科批,29,296,,254,261173,,216722
1482,广东建设职业技术学院,广东,广州,公立,理工,,理,高职专科批,27,296,303,,261068,211059,
1862,鹤壁职业技术学院,河南,鹤壁,公立,理工,,文,高职专科批,40,296,334,276,153157,159449,182935
2025,湖南外国语职业学院,湖南,长沙,民办,语言,,文,高职专科批,3,296,260,314,153216,179530,171729
2807,山西铁道职业技术学院,山西,太原,公立,理工,,文,高职专科批,3,296,,,153128,,
3573,漳州城市职业学院,福建,漳州,公立,综合,,文,高职专科批,3,296,340,347,153099,156791,155608
1351,德州科技职业学院,山东,德州,民办,综合,,理,高职专科批,52,295,282,236,261365,215804,218629
1821,河南工业职业技术学院,河南,南阳,公立,理工,"高水平专业群建设B档,优质专科高职,国家骨干高职",理,高职专科批,10,295,220,231,261357,224196,219092
3037,四川现代职业学院,四川,成都,民办,财经,,文,高职专科批,1,295,,,153426,,
9362,黄山职业技术学院,安徽,黄山,公立,综合,,理,高职专科批,371,295,206,206,261422,225202,220704
9368,铜陵职业技术学院,安徽,铜陵,公立,理工,,文,高职专科批,1062,295,269,201,153303,178205,189400
1999,湖南科技职业学院,湖南,长沙,公立,综合,国家骨干高职,理,高职专科批,6,294,233,247,261725,223006,217581
2093,吉林工业职业技术学院,吉林,吉林,公立,理工,国家示范高职,文,高职专科批,1,294,316,337,153618,166381,161150
2189,江西工业工程职业技术学院,江西,萍乡,公立,理工,,文,高职专科批,1,294,,,153535,,
1389,福建船政交通职业学院,福建,福州,公立,理工,"双高院校C档,优质专科高职,国家示范高职",文,高职专科批,9,293,289,289,153776,174270,179954
1794,河北石油职业技术大学,河北,承德,公立,理工,,文,高职专科批,2,293,375,,153900,139017,
2731,山东科技职业学院,山东,潍坊,公立,综合,"高水平专业群建设A档,优质专科高职,国家示范高职",文,高职专科批,21,293,329,284,153885,161521,181156
2749,山东水利职业学院,山东,日照,公立,理工,,文,高职专科批,58,293,300,287,153778,171309,180446
3299,西安汽车职业大学,陕西,西安,民办,理工,,理,高职专科批,4,293,285,,262153,215165,
3350,厦门安防科技职业学院,福建,厦门,民办,综合,,理,高职专科批,1,293,,,262223,,
3454,烟台南山学院,山东,烟台,民办,综合,,理,高职专科批,7,293,226,234,262135,223714,218812
1927,湖北健康职业学院,湖北,咸宁,民办,医药,,文,高职专科批,1,292,,,154083,,
2450,闽西职业技术学院,福建,龙岩,公立,综合,国家骨干高职,理,高职专科批,11,292,342,311,262448,198648,207292
2617,齐鲁理工学院,山东,济南,民办,综合,双万计划,理,高职专科批,5,292,242,241,262449,222042,218190
2749,山东水利职业学院,山东,日照,公立,理工,,理,高职专科批,42,292,215,273,262375,224604,214335
3111,天津城市职业学院,天津,天津,公立,综合,,文,高职专科批,10,292,333,306,153919,159850,174707
3139,天津石油职业技术学院,天津,天津,公立,理工,,文,高职专科批,9,292,345,358,154009,154486,149095
1408,福建卫生职业技术学院,福建,福州,公立,医药,,理,高职专科批,27,291,215,206,262748,224604,220704
1674,桂林旅游学院,广西,桂林,公立,财经,双万计划,理,高职专科批,4,291,291,295,262724,213860,210591
1425,抚顺师范高等专科学校,辽宁,抚顺,公立,师范,,理,高职专科批,7,290,255,256,263063,220397,216582
1495,广东茂名健康职业学院,广东,茂名,公立,综合,,理,高职专科批,1,290,,,262965,,
1738,汉中职业技术学院,陕西,汉中,公立,综合,,文,高职专科批,6,290,386,350,154501,132887,153918
1763,河北工业职业技术大学,河北,石家庄,公立,理工,,文,高职专科批,7,290,299,,154575,171594,
2466,南昌理工学院,江西,南昌,民办,综合,,理,高职专科批,26,290,212,423,262947,224814,162098
2680,泉州经贸职业技术学院,福建,泉州,公立,财经,,文,高职专科批,4,290,240,323,154380,181569,167979
2694,三明医学科技职业学院,福建,三明,公立,综合,,文,高职专科批,2,290,274,285,154487,177393,180921
3002,四川国际标榜职业学院,四川,成都,民办,艺术,,文,高职专科批,9,290,322,363,154476,164256,146065
3024,民办四川天一学院,四川,成都,民办,财经,,文,高职专科批,2,290,,,154447,,
3035,四川西南航空职业学院,四川,成都,民办,艺术,,文,高职专科批,15,290,330,281,154528,161107,181857
3244,武汉晴川学院,湖北,武汉,民办,综合,,文,高职专科批,25,290,371,420,154446,141175,109925
3745,资阳口腔职业学院,四川,资阳,民办,医药,,理,高职专科批,1,290,,,262908,,
1479,广东环境保护工程职业学院,广东,佛山,公立,理工,,理,高职专科批,14,289,297,322,263280,212493,204746
1586,广州东华职业学院,广东,广州,民办,综合,,文,高职专科批,1,289,432,421,154734,107082,109283
2205,江西科技职业学院,江西,南昌,民办,综合,,文,高职专科批,2,289,233,232,154686,182057,188160
2261,景德镇陶瓷职业技术学院,江西,景德镇,民办,理工,,文,高职专科批,5,289,266,235,154650,178671,187979
3058,苏州健雄职业技术学院,江苏,苏州,公立,理工,,理,高职专科批,41,289,213,218,263311,224752,219996
3244,武汉晴川学院,湖北,武汉,民办,综合,,理,高职专科批,12,289,294,395,263119,213192,178361
1418,福州黎明职业技术学院,福建,福州,民办,财经,,理,高职专科批,3,288,200,,263684,232461,
1493,广东理工职业学院,广东,广州,公立,理工,,文,高职专科批,16,288,327,314,154813,162317,171729
1727,海南卫生健康职业学院,海南,海口,公立,医药,,文,高职专科批,4,288,339,327,154851,157242,166173
1028,包头铁道职业技术学院,内蒙古,包头,公立,理工,,理,高职专科批,5,287,222,285,263738,224050,212420
1176,长沙环境保护职业技术学院,湖南,长沙,公立,理工,省重点,文,高职专科批,4,287,287,276,155085,174711,182935
1323,大连航运职业技术学院,辽宁,大连,民办,理工,,理,高职专科批,2,287,285,281,263751,215165,213075
2107,吉林司法警官职业学院,吉林,长春,公立,政法,,理,高职专科批,3,287,264,,263963,219044,
2753,山东外国语职业技术大学,山东,日照,民办,语言,,理,高职专科批,1,287,265,233,263793,218870,218910
3171,铜仁幼儿师范高等专科学校,贵州,铜仁,公立,师范,,理,高职专科批,2,287,,,263732,,
9364,六安职业技术学院(中外合作),安徽,六安,公立,理工,,文,高职专科批,20,287,,,155032,,
1344,大兴安岭职业学院,黑龙江,大兴安岭地区,公立,综合,卓越医生,理,高职专科批,15,286,317,280,264214,207172,213235
2045,湖州职业技术学院,浙江,湖州,公立,综合,,理,高职专科批,24,286,335,334,264026,201348,201620
2649,青岛求实职业技术学院,山东,青岛,民办,综合,,理,高职专科批,2,286,482,,264230,95597,
2722,山东海事职业学院,山东,潍坊,民办,综合,,文,高职专科批,3,286,342,318,155301,155866,170116
3102,天府新区通用航空职业学院,四川,眉山,民办,理工,,文,高职专科批,1,286,,338,155186,,160650
3357,厦门华天涉外职业技术学院,福建,厦门,民办,综合,省重点,理,高职专科批,2,286,200,,264056,232461,
3502,永城职业学院,河南,商丘,公立,综合,,理,高职专科批,1,286,241,218,264015,222161,219996
3514,岳阳职业技术学院,湖南,岳阳,公立,综合,"高水平专业群建设C档,优质专科高职",文,高职专科批,3,286,414,398,155311,117265,123866
1166,长春职业技术学院,吉林,长春,公立,理工,"高水平专业群建设A档,优质专科高职,国家示范高职",理,高职专科批,10,285,217,245,264505,224440,217765
1389,福建船政交通职业学院,福建,福州,公立,理工,"双高院校C档,优质专科高职,国家示范高职",理,高职专科批,21,285,245,250,264528,221682,217261
1779,河北科技工程职业技术大学,河北,邢台,公立,理工,,文,高职专科批,5,285,,,155415,,
2732,山东劳动职业技术学院,山东,济南,公立,理工,,理,高职专科批,4,285,246,227,264392,221575,219382
2801,山西省财政税务专科学校,山西,太原,公立,财经,"双高院校C档,优质专科高职,国家示范高职",文,高职专科批,8,285,398,386,155422,126185,131521
3594,浙江纺织服装职业技术学院(中外合作),浙江,宁波,公立,理工,,文,高职专科批,5,285,316,,155539,166381,
9311,安徽国防科技职业学院,安徽,六安,公立,理工,省重点,文,高职专科批,610,285,328,200,155388,161906,199030
9319,安徽粮食工程职业学院,安徽,合肥,公立,理工,,文,高职专科批,1025,285,306,209,155448,169592,189177
1424,福州职业技术学院,福建,福州,公立,综合,"高水平专业群建设B档,优质专科高职",文,高职专科批,20,284,261,213,155826,179398,189035
1591,广州华立科技职业学院,广东,广州,民办,综合,,文,高职专科批,2,284,231,315,155591,182185,171358
1718,海南工商职业学院,海南,海口,民办,综合,,文,高职专科批,1,284,326,303,155791,162726,175748
1944,湖北生态工程职业技术学院,湖北,武汉,公立,综合,,文,高职专科批,38,284,322,307,155732,164256,174345
2189,江西工业工程职业技术学院,江西,萍乡,公立,理工,,理,高职专科批,4,284,,,264584,,
2361,辽宁轻工职业学院,辽宁,大连,公立,理工,,理,高职专科批,4,284,259,,264645,219814,
2393,临沂职业学院,山东,临沂,公立,理工,,理,高职专科批,4,284,357,362,264753,192355,192538
1353,德州职业技术学院,山东,德州,公立,综合,省重点,理,高职专科批,1,283,200,,265074,232461,
1878,黑龙江交通职业技术学院,黑龙江,哈尔滨,公立,理工,,理,高职专科批,15,283,,314,265055,,206630
1925,湖北国土资源职业学院,湖北,武汉,公立,综合,,文,高职专科批,31,283,315,278,155854,166730,182520
2387,聊城职业技术学院,山东,聊城,公立,综合,,理,高职专科批,9,283,298,300,264931,212255,209558
2555,内蒙古交通职业技术学院,内蒙古,赤峰,公立,理工,,文,高职专科批,3,283,237,266,155858,181793,184688
2996,四川电影电视学院,四川,成都,民办,艺术,双万计划,理,高职专科批,8,283,237,230,264868,222606,219154
9336,安徽邮电职业技术学院,安徽,合肥,公立,理工,,文,高职专科批,481,283,279,203,155829,176422,189339
9341,安庆职业技术学院,安徽,安庆,公立,理工,,文,高职专科批,605,283,274,201,155973,177393,189400
1341,大庆职业学院,黑龙江,大庆,公立,综合,国家示范高职,文,高职专科批,3,282,294,337,156197,172956,161150
1551,广西理工职业技术学院,广西,崇左,民办,理工,,理,高职专科批,1,282,200,,265194,232461,
2742,山东轻工职业学院,山东,淄博,公立,理工,,理,高职专科批,3,282,260,,265120,219662,
3031,四川文化传媒职业学院,四川,成都,民办,综合,,理,高职专科批,1,282,,,265147,,
1277,重庆理工职业学院,重庆,重庆,民办,理工,,文,高职专科批,2,281,,,156251,,
2642,青岛恒星科技学院,山东,青岛,民办,综合,,文,高职专科批,4,281,288,269,156294,174480,184201
2679,泉州华光职业学院,福建,泉州,民办,综合,,理,高职专科批,1,281,200,,265466,232461,
2699,三亚城市职业学院,海南,三亚,民办,综合,,文,高职专科批,5,281,411,245,156295,118939,187186
2823,陕西工商职业学院,陕西,西安,公立,综合,,文,高职专科批,2,281,264,,156375,178973,
2938,沈阳工学院,辽宁,抚顺,民办,理工,"卓越农林,双万计划",理,高职专科批,13,281,290,282,265603,214104,212912
3161,铁岭卫生职业学院,辽宁,铁岭,公立,医药,,理,高职专科批,1,281,270,,265591,218029,
3254,武汉外语外事职业学院,湖北,武汉,民办,理工,,理,高职专科批,12,281,279,322,265644,216370,204746
3366,咸宁职业技术学院,湖北,咸宁,公立,综合,,文,高职专科批,27,281,401,368,156252,124582,142935
1485,广东交通职业技术学院,广东,广州,公立,理工,"优质专科高职,国家骨干高职",理,高职专科批,30,280,229,221,265715,223429,219797
2338,辽宁传媒学院,辽宁,沈阳,民办,艺术,,理,高职专科批,2,280,200,,265865,232461,
2753,山东外国语职业技术大学,山东,日照,民办,语言,,文,高职专科批,2,280,242,234,156450,181397,188035
2976,石家庄职业技术学院,河北,石家庄,公立,综合,"高水平专业群建设C档,优质专科高职",理,高职专科批,8,280,201,232,265671,225474,218998
3722,中山火炬职业技术学院,广东,中山,公立,理工,"高水平专业群建设C档,优质专科高职,国家骨干高职",文,高职专科批,2,280,,276,156539,,182935
1420,福州墨尔本理工职业学院,福建,福州,中外合作办学,综合,,理,高职专科批,8,279,314,271,266031,208042,214614
1421,福州软件职业技术学院,福建,福州,民办,综合,,理,高职专科批,3,279,315,241,265895,207741,218190
2010,湖南软件职业技术大学,湖南,湘潭,民办,理工,,理,高职专科批,4,279,251,251,266006,220939,217156
2717,山东工程职业技术大学,山东,济南,民办,理工,,理,高职专科批,1,279,203,229,265936,225364,219158
3175,威海海洋职业学院,山东,威海,公立,综合,,文,高职专科批,11,279,287,310,156757,174711,173244
3524,云南国土资源职业学院,云南,昆明,公立,理工,省重点,理,高职专科批,2,279,200,,266002,232461,
3736,周口职业技术学院,河南,周口,公立,理工,,文,高职专科批,30,279,404,372,156707,122791,140437
3753,遵义职业技术学院,贵州,遵义,公立,综合,,理,高职专科批,2,279,,,266123,,
1537,广西工业职业技术学院,广西,南宁,公立,理工,,文,高职专科批,1,278,304,,156928,170160,
2051,华北理工大学轻工学院,河北,唐山,民办,理工,双万计划,理,高职专科批,18,278,266,251,266195,218721,217156
2378,辽宁职业学院,辽宁,铁岭,公立,综合,国家骨干高职,理,高职专科批,6,278,271,285,266161,217857,212420
3063,苏州托普信息职业技术学院,江苏,苏州,民办,理工,,文,高职专科批,76,278,396,413,156849,127300,114340
3573,漳州城市职业学院,福建,漳州,公立,综合,,理,高职专科批,3,278,485,,266147,92715,
9324,安徽卫生健康职业学院,安徽,池州,公立,综合,,文,高职专科批,1284,278,373,289,156875,140057,179954
1446,甘肃卫生职业学院,甘肃,兰州,公立,医药,,理,高职专科批,10,277,,,266389,,
2601,盘锦职业技术学院,辽宁,盘锦,公立,综合,,理,高职专科批,1,277,200,,266409,232461,
3216,武昌首义学院,湖北,武汉,民办,理工,双万计划,文,高职专科批,13,277,214,428,157105,183066,104765
3476,扬州市职业大学(中外合作),江苏,扬州,公立,理工,,文,高职专科批,4,277,385,,157071,133498,
1729,海南政法职业学院,海南,海口,公立,政法,,理,高职专科批,8,276,221,224,266896,224127,219590
2338,辽宁传媒学院,辽宁,沈阳,民办,艺术,,文,高职专科批,7,276,314,318,157335,167072,170116
2644,青岛酒店管理职业技术学院,山东,青岛,公立,财经,高水平专业群建设C档,文,高职专科批,11,276,294,398,157203,172956,123866
3070,宿迁职业技术学院,江苏,宿迁,公立,理工,,理,高职专科批,3,276,224,206,266739,223886,220704
3169,铜川职业技术学院,陕西,铜川,公立,综合,,文,高职专科批,2,276,,,157331,,
3463,延边职业技术学院,吉林,延边朝鲜族自治州,公立,理工,,文,高职专科批,1,276,317,299,157273,166047,177081
3562,枣庄科技职业学院,山东,枣庄,公立,理工,,理,高职专科批,1,276,200,,266801,232461,
3585,浙江安防职业技术学院,浙江,温州,公立,政法,,理,高职专科批,18,276,200,257,266871,232461,216445
1029,包头职业技术学院,内蒙古,包头,公立,综合,"优质专科高职,国家示范高职",理,高职专科批,1,275,308,310,266926,209739,207519
1475,广东工商职业技术大学,广东,肇庆,民办,综合,,理,高职专科批,3,275,200,,267047,232461,
1510,广东食品药品职业学院,广东,广州,公立,综合,"高水平专业群建设C档,优质专科高职",理,高职专科批,15,275,233,226,267135,223006,219464
1562,广西体育高等专科学校,广西,南宁,公立,体育,,文,高职专科批,5,275,350,300,157353,152095,176724
1734,邯郸职业技术学院,河北,邯郸,公立,理工,国家骨干高职,理,高职专科批,4,275,273,267,267084,217500,215178
2218,江西司法警官职业学院,江西,南昌,公立,政法,,理,高职专科批,20,275,202,216,266988,225417,220111
2621,齐齐哈尔高等师范专科学校,黑龙江,齐齐哈尔,公立,师范,,理,高职专科批,22,275,273,278,266963,217500,213562
3314,西安职业技术学院,陕西,西安,公立,综合,,理,高职专科批,15,275,269,312,267107,218204,207066
1181,长沙南方职业学院,湖南,长沙,民办,综合,,文,高职专科批,1,274,252,224,157536,180436,188591
2704,沙洲职业工学院,江苏,苏州,公立,理工,,理,高职专科批,25,274,267,210,267318,218561,220482
3024,民办四川天一学院,四川,成都,民办,财经,,理,高职专科批,3,274,,,267203,,
3121,天津国土资源和房屋职业学院,天津,天津,公立,综合,,理,高职专科批,5,274,324,291,267186,205108,211325
3157,天门职业学院,湖北,天门,公立,理工,,理,高职专科批,2,274,329,245,267277,203437,217765
3578,漳州职业技术学院,福建,漳州,公立,理工,"高水平专业群建设B档,国家示范高职",理,高职专科批,43,274,213,236,267199,224752,218629
